Identifiant,Annee,NUM_SAGO,Entreprise,Etablissement,SCIAN,Adresse,Region,Mun,Longitude,Latitude,Emissions_totales,Emissions_bio_combustion,Emissions_bio_autres,Emissions_totales_sans_bio,Note
16509,2020,55408272,Ciment Québec inc.,Ciment Québec inc. (Saint-Basile),327310 : Fab. de ciment,"145, boulevard du Centenaire Saint-Basile (Québec), G0A 3G0",Capitale-Nationale,Saint-Basile,-71.81277778,46.74444444,692259,78513,0,613746,
16510,2020,11141181,Hydro-Québec,Hydro-Québec (ensemble du réseau),221111 : Production d'hydroélectricité,"75, boulevard René-Lévesque Ouest Montréal (Québec), H2Z 1A4",Montréal,Montréal,,,73995,0,0,73995,
16511,2020,55592950,Mines Agnico Eagle limitée,Mine Goldex,212220 : Extraction de minerais d'or & d'argent,"1953, 3e Avenue Ouest Val-d'Or (Québec), J9P 7B2",Abitibi-Témiscamingue,Val-d'Or,-77.87320806,48.09259911,11650,0,0,11650,
16512,2020,13821814,L'institution royale pour l'avancement des sciences,Université McGill (Campus centre-ville),611310 : Universités,"845, rue Sherbrooke Ouest Montréal (Québec), H3A 2T5",Montréal,Montréal,-73.58231282,45.50309939,29169,82,0,29087,
16513,2020,X2140669,L'institution royale pour l'avancement des sciences,Campus Macdonald,611310 : Universités,"21111, rue Lakeshore Sainte-Anne-de-Bellevue (Québec), H9X 3V9",Montréal,Sainte-Anne-de-Bellevue,-73.93997575,45.42942543,3018,0,0,3018,
16515,2020,X0000456,Excelitas Canada inc.,Excelitas Canada Inc,334410 : Fab. semi-conducteurs & autres comp. électron.,"22001, chemin Dumberry Vaudreuil-Dorion (Québec), J7V 8P7",Montérégie,Vaudreuil-Dorion,-74.02822224,45.4160114,10571,0,0,10571,
16521,2020,X2018368,Forex Amos inc.,Forex - Usine Amos,321211 : Usines de placages & contreplaqués de feuillus,"301, rue de l'Harricana Amos (Québec), J9T 3A6",Abitibi-Témiscamingue,Amos,-78.125,48.56666667,219979,213426,0,6553,
16522,2020,90330655,"Produits forestiers Temrex, société en commandite",Groupe Lebel inc. (usine de Nouvelle),321111 : Scieries sauf usines de bard. & bard. de fente,"521, route 132 Ouest Nouvelle (Québec), G0C 2G0",Gaspésie--Îles-de-la-Madeleine,Nouvelle,-66.358057,48.150885,4155,2040,0,2115,
16526,2020,90529991,Société en Commandite Gazoduc TQM,Gazoduc TQM,486210 : Transport du gaz naturel par gazoduc,"1, PLACE VILLE-MARIE #2220     MONTREAL  (siège social), H3B 3M4",Montréal,Montréal,,,16709,0,0,16709,
16529,2020,X2045951,Kildair Service ULC,Kildair Service ULC (Ind) (Parc à réservoirs C et D),412110 : Grossistes de produits pétroliers,"11905, rue Industrielle Sorel-Tracy (Québec), J3R 0E7",Montérégie,Sorel-Tracy,-73.15992228,45.99752884,12827,0,0,12827,
16531,2020,90308982,Société en commandite Boralex Énergie,Centrale énergétique Boralex Senneterre,221119 : Autres activités de production d'électricité,"190, chemin Saint-Pierre Senneterre (Québec), J0Y 2M0",Abitibi-Témiscamingue,Senneterre,-77.22298056,48.38363333,269058,262827,0,6231,
16535,2020,53593398,La Compagnie Commonwealth Plywood ltée,La compagnie Commonwealth Plywood ltée (Division sciage et déroulage à Belleterre),321211 : Usines de placages & contreplaqués de feuillus,"417, chemin Lac au sable Belleterre (Québec), J0Z 1L0",Abitibi-Témiscamingue,Belleterre,-78.68559803,47.38165024,10683,10474,0,209,
16536,2020,90301854,Industries Norbord inc.,Industries Norbord inc. - Division La Sarre,321217 : Usines de panneaux de copeaux,"210, 9e avenue Est La Sarre (Québec), J9Z 2X5",Abitibi-Témiscamingue,La Sarre,-79.19112222,48.80003056,175174,169284,0,5890,
16537,2020,X2115280,"Lidya Énergie, Société en commandite",Lidya Énergie inc.,221119 : Autres activités de production d'électricité,"6985, chemin des Sources Lachute (Québec), J8H 2C5",Laurentides,Lachute,-74.24284543,45.60974735,80601,45919,30214,4468,
16538,2020,26442293,Lactalis Canada inc.,Lactalis Victoriaville,311511 : Fab. du lait de consommation,"75, boulevard Pierre-Roux Est Victoriaville (Québec), G6T 1S8",Centre-du-Québec,Victoriaville,-71.97148819,46.06666607,20721,0,0,20721,
16553,2020,55206361,Alubar Métaux inc.,"Alubar Métaux inc., Bécancour","331317 : Laminage, étirage, extrusion & alliage de l'Al","6900, boulevard Raoul-Duchesne Bécancour (Québec), G9H 2V2",Centre-du-Québec,Bécancour,-72.398832,46.372565,8489,0,0,8489,
16559,2020,90121575,PF Résolu Canada inc.,Scierie Roberval,321111 : Scieries sauf usines de bard. & bard. de fente,"1181, boulevard Saint-Joseph Roberval (Québec), G8H 2M3",Saguenay--Lac-Saint-Jean,Roberval,-72.2245151,48.52787417,16179,15747,0,432,
16561,2020,54177746,Niobec inc.,Niobec inc.,212299 : Extract. tous les autres minerais métalliques,"3400, route du Columbium Saint-Honoré (Québec), G0V 1L0",Saguenay--Lac-Saint-Jean,Saint-Honoré,-71.159,48.53208333,12493,0,0,12493,
16563,2020,55342869,Saputo Produits Laitiers Canada S.E.N.C.,Saputo produits laitiers Canada inc. (Saint-Hyacinthe),"311515 : Fab. beurre, fromage, prod. laitier sec & conc.","1195, rue Daniel-Johnson Est Saint-Hyacinthe (Québec), J2S 7Y6",Montérégie,Saint-Hyacinthe,-72.958151,45.64633,11191,0,0,11191,
16565,2020,53587036,Uniboard Canada inc.,Uniboard Canada inc.,321216 : Usines de panneaux de particules & de fibres,"845, rue Jean-Baptiste-Reid Mont-Laurier (Québec), J9L 3W3",Laurentides,Mont-Laurier,-75.48160848,46.55710177,79066,76320,0,2746,
16566,2020,52660727,"Axiall Canada, Inc.",Axiall Canada inc.; Produits chimiques Westlake Canada inc.,325181 : Fab. d'alcalis & de chlore,"31, rue de l'Industrie Beauharnois (Québec), J6N 0S3",Montérégie,Beauharnois,-73.89181944,45.31158333,4635,0,0,4635,
16567,2020,51615201,Emballages Kruger S.E.C.,"Kruger, Emballages Krupack, Usine de Place Turcot",322130 : Usines de carton,"5845, place Turcot Montréal (Québec), H4C 1V9",Montréal,Montréal,-73.60466584,45.46311541,36746,0,0,36746,
16568,2020,90366345,Uniboard Canada inc.,"Uniboard Canada inc., division Sayabec",321216 : Usines de panneaux de particules & de fibres,"152, route Pouliot Sayabec (Québec), G0J 3K0",Bas-Saint-Laurent,Sayabec,-67.6554,48.5556,116768,111583,0,5185,
16576,2020,90298977,Bois d'ingénierie Résolu St-Prime s.e.c.,Bois d'ingénierie Résolu-LP St-Prime S.E.C.,321111 : Scieries sauf usines de bard. & bard. de fente,"101, rue du Parc-Industriel Saint-Prime (Québec), G8J 1H3",Saguenay--Lac-Saint-Jean,Saint-Prime,-72.31696111,48.59136667,956,0,0,956,
16579,2020,17005919,Les chantiers de Chibougamau ltée,Scierie Landrienne inc.,321111 : Scieries sauf usines de bard. & bard. de fente,"389, chemin du Moulin Landrienne (Québec), J0Y 3W0",Abitibi-Témiscamingue,Landrienne,-77.95011,48.5548,23370,20450,0,2920,
16580,2020,52861945,"Kraft Nordic, S.E.C.",Fabrique de pâtes et papier (Lebel-sur-Quévillon),322112 : Usines de pâte chimique,"30, chemin du Moulin Lebel-sur-Quévillon (Québec), J0Y 1X0",Nord-du-Québec,Lebel-sur-Quévillon,-76.95123,49.024981,189041,123593,0,65448,
16582,2020,X2074408,Alexandre Côté ltée,Alexandre Côté ltée,321111 : Scieries sauf usines de bard. & bard. de fente,,Chaudière-Appalaches,Scott,-71.0671871,46.49807956,3337,0,0,3337,
16585,2020,24228629,Unifix inc.,Unifix inc.,327390 : Fab. d'autres produits en béton,"35, rue Unifix Bromont (Québec), J2L 1N5",Estrie,Bromont,-72.72380512,45.30211524,630,0,0,630,
16588,2020,18883116,Pratt & Whitney Canada Cie.,"Pratt & Whitney Canada inc. (1000, M-V)",336410 : Fab. de produits aérospatiaux & de leurs pièces,"1000, boulevard Marie-Victorin Longueuil (Québec), J4G 1A1",Montérégie,Longueuil,-73.49345468,45.55244666,11914,0,0,11914,
16590,2020,54903323,PF Résolu Canada inc.,Produits forestiers Résolu (Scierie des Outardes),321111 : Scieries sauf usines de bard. & bard. de fente,,Côte-Nord,Pointe-aux-Outardes,-68.40725703,49.1778866,27651,25735,0,1916,
16594,2020,19356310,La Brasserie Labatt limitée,La Brasserie Labatt limitée (Lasalle),312120 : Brasseries,"50, avenue Labatt Montréal (Québec), H8R 3E7",Montréal,Montréal,-73.642725,45.42553333,15491,0,326,15165,
16598,2020,X2002324,Mitchell Aerospace inc.,Robert Mitchell inc.,331514 : Fonderies d'acier,"350, rue Décarie Saint-Laurent (Québec), H4L 3K5",Montréal,Montréal,-73.671995,45.50572754,8726,0,0,8726,
16600,2020,X2123455,Régie de gestion des matières résiduelles du Lac-Saint-Jean,"Lieu enfouissement technique, Hébertville-Station",562210 : Traitement & élimination des déchets,,Saguenay--Lac-Saint-Jean,Hébertville-Station,-71.5859,48.43535833,15324,5281,3533,6510,
16605,2020,90269820,Ville de Gatineau,Site d'enfouissement sanitaire Cook,562210 : Traitement & élimination des déchets,"1050, 1050 Chemin Cook Gatineau (Québec), J9J 3P8",Outaouais,Gatineau,-75.856125,45.45415,25400,280,2002,23118,
16609,2020,X1501545,La Compagnie Commonwealth Plywood ltée,Piscines Okéanos,321999 : Fab. de tous les autres produits divers en bois,"805, rue Christini Lachute (Québec), J8H 4N3",Laurentides,Lachute,-74.30345879,45.64264247,2957,2900,0,57,
16614,2020,90486168,AB Mauri (Canada) limitée,AB Mauri (Canada) Ltée,311990 : Fab. de tous les autres aliments,"31, rue Airlie Montréal (Québec), H8R 1Z8",Montréal,Montréal,-73.6529659,45.42628951,30545,0,22325,8220,
16618,2020,X2048688,Ville de Gatineau,Ouvrage municipal d'assainissement des eaux usées de Gatineau,221320 : Installations d'épuration des eaux usées,,Outaouais,Gatineau,-75.60353952,45.47968104,2215,2102,0,113,
16619,2020,X1200157,Municipalité régionale de comté de Lotbinière,LET de Saint-Flavien,562210 : Traitement & élimination des déchets,"1450, rang de la Pointe-du-Jour Saint-Flavien (Québec), G0S 2M0",Chaudière-Appalaches,Saint-Flavien,-71.55277365,46.56003344,15803,1249,2164,12390,
16621,2020,90518259,Iamgold Corporation,Mine Doyon,212220 : Extraction de minerais d'or & d'argent,"Preissac (Québec), J0Y 1E0",Abitibi-Témiscamingue,Preissac,-78.52717351,48.25820205,11394,0,0,11394,
16623,2020,90234279,Régie de gestion des matières résiduelles de Manicouagan,Régie de gestion des matières résiduelles de Manicouagan,562210 : Traitement & élimination des déchets,"Ragueneau, G0H 1S0",Côte-Nord,Ragueneau,-68.47709775,49.15326653,15845,1752,3455,10638,
16633,2020,X2049746,Ville de Longueuil,Ouvrage municipal d'assainissement des eaux usées de Longueuil,221320 : Installations d'épuration des eaux usées,,Montérégie,Longueuil,-73.48650556,45.58404444,19519,11255,4225,4039,
16637,2020,26185066,Aluminerie Alouette inc.,Aluminerie Alouette inc.,331313 : Production primaire d'alumine & d'aluminium,"400, Chemin de la Pointe-Noire Sept-Îles (Québec), G4R 5M9",Côte-Nord,Sept-Îles,-66.44426976,50.1588997,1124715,0,0,1124715,
16638,2020,55241798,Olin Canada ULC,"Olin Canada ULC, usine de Bécancour",325120 : Fab. de gaz industriels,"675, boulevard Alphonse-Deshaies Bécancour (Québec), G9H 2Y8",Centre-du-Québec,Bécancour,-72.37317677,46.38237741,15380,0,0,15380,
16641,2020,52999844,La Compagnie Commonwealth Plywood ltée,La compagnie Commonwealth Plywood ltée (Princeville),321211 : Usines de placages & contreplaqués de feuillus,"540, rue Saint-Henri Princeville (Québec), G6L 5C1",Centre-du-Québec,Princeville,-71.88004246,46.16519231,18045,17691,0,354,
16643,2020,X2095752,Minière Osisko Inc.,Site Windfall,213119 : Autres activités de soutien à extract. minière,"Baie-James (Québec), J0Y 2A0",Nord-du-Québec,Eeyou Istchee Baie-James,-75.65,49.06666667,21082,0,0,21082,
16644,2020,26241968,La Compagnie Commonwealth Plywood ltée,La compagnie Commonwealth Plywood Ltée (Shawinigan),321211 : Usines de placages & contreplaqués de feuillus,"1155, avenue de la Fonderie Shawinigan (Québec), G9N 1W9",Mauricie,Shawinigan,-72.75086111,46.54605556,18149,17794,0,355,
16648,2020,11739596,"MPI Moulin à papier de Portneuf, inc.","MPI Moulin à papier de Portneuf, inc.",322121 : Usines de papier (sauf papier journal),"200, rue du Moulin Portneuf (Québec), G0A 2Y0",Capitale-Nationale,Portneuf,-71.87841111,46.70709444,6570,0,0,6570,
16649,2020,90345794,"Arbec, bois d'oeuvre inc.","Arbec, Usine Dolbeau inc.",113311 : Exploitation forestière (sauf à forfait),"990, rue Félix-Lindsay Dolbeau-Mistassini  (Québec), G8L 2P9",Saguenay--Lac-Saint-Jean,Dolbeau-Mistassini,-72.23204168,48.87377283,6448,5638,0,810,
16653,2020,X2146507,Eldorado Gold (Quebec) inc.,Site Lamaque Sud,212220 : Extraction de minerais d'or & d'argent,"1000, Chemin Goldex- Manitou Val-d'Or (Québec), J9P 4P4",Abitibi-Témiscamingue,Val-d'Or,-77.747971,48.090134,11735,0,0,11735,
16654,2020,90473620,"Arbec, bois d'oeuvre inc.","Scierie Port-Cartier - Arbec, Usine Port-Cartier inc.",321111 : Scieries sauf usines de bard. & bard. de fente,"175, boulevard Portage-des-Mousses Port-Cartier (Québec), G5B 2V9",Côte-Nord,Port-Cartier,-66.82313236,50.02571339,32181,31442,0,739,
16666,2020,90350919,Pepsico Canada ULC,Frito Lay Canada,311919 : Fab. d'autres aliments à grignoter,"8450, boulevard Guillaume-Couture Lévis (Québec), G6V 7L7",Chaudière-Appalaches,Lévis,-71.13471667,46.81858611,11188,0,0,11188,
16669,2020,X2140437,La centrale de chauffage S.E.N.C.,La centrale de chauffage S.E.N.C.,221330 : Production de vapeur & conditionnement de l'air,"767, rue Jacques-Cartier Est Saguenay (Québec), G7H 6A3",Saguenay--Lac-Saint-Jean,Saguenay,-71.04475582,48.42514113,4135,0,0,4135,
16670,2020,12481586,La Compagnie Commonwealth Plywood ltée,La Compagnie Commonwealth Plywood ltée (Sainte-Thérèse),321211 : Usines de placages & contreplaqués de feuillus,"15, boulevard du Curé-Labelle Sainte-Thérèse (Québec), J7E 2X1",Laurentides,Sainte-Thérèse,-73.82742778,45.63822778,17861,17290,0,571,
16674,2020,51367431,Les entreprises Rolland inc.,Les entreprises Rolland inc.,322121 : Usines de papier (sauf papier journal),"256, boulevard Jean-Baptiste-Rolland Ouest Saint-Jérôme (Québec), J7Y 0L6",Laurentides,Saint-Jérôme,-74.00297719,45.76056943,114659,61120,40336,13203,
16678,2020,24885642,Macco Organiques inc.,Macco Organiques inc.,325189 : Fab. tous les autres prod. chim. inorg. de base,"100, rue McArthur suite 112 Salaberry-de-Valleyfield (Québec), J6S 4M5",Montérégie,Salaberry-de-Valleyfield,-74.104913,45.263547,10728,0,0,10728,
16681,2020,X2093841,Linde Canada inc.,Linde Canada inc. - Lot 44-5 (Varennes),325120 : Fab. de gaz industriels,"3325, route Marie-Victorin Varennes (Québec), J3X 1P7",Montérégie,Varennes,-73.42233386,45.70799855,32140,0,31876,264,
16685,2020,X2087454,Diageo Canada Inc.,Diageo Canada inc. (entrepôt Saint-Thomas),312140 : Distilleries,"825, boulevard des Érables Salaberry-de-Valleyfield (Québec), J6T 6G3",Montérégie,Salaberry-de-Valleyfield,-74.0845,45.2332,158,0,0,158,
16690,2020,11222528,Université de Montréal,Université de Montréal,611310 : Universités,"2700, boulevard Édouard-Montpetit Montréal (Québec), H3T 1J4",Montréal,Montréal,-73.61288625,45.50317902,15960,0,0,15960,
16692,2020,90186107,8439117 Canada inc.,RSI Environnement,562910 : Services d'assainissement,"80, rue des Mélèzes Saint-Ambroise (Québec), G7P 2N4",Saguenay--Lac-Saint-Jean,Saint-Ambroise,-71.292775,48.54201944,11096,0,0,11096,
16695,2020,X0600847,Bitumar inc.,Bitumar inc.,324190 : Fab. d'autres produits du pétrole & du charbon,"3000, rue Broadway Montréal-Est  (Québec), H1B 5B4",Montréal,Montréal-Est,-73.51814722,45.63231944,9021,0,0,9021,
16702,2020,90319468,"Arbec, bois d'oeuvre inc.",Produits forestiers Arbec inc.  (Scierie de Péribonka),321111 : Scieries sauf usines de bard. & bard. de fente,"5005, route Uniforêt L'Ascension-de-Notre-Seigneur (Québec), G0W 1Y0",Saguenay--Lac-Saint-Jean,L'Ascension-de-Notre-Seigneur,-71.61978668,48.7542639,32772,28374,0,4398,
16709,2020,90530684,Les Emballages Winpak Heat Seal inc.,Les Emballages Winpak Heat Seal inc.,322299 : Fab. de tous les autres prod. papier transformé,"21919, chemin Dumberry Vaudreuil-Dorion (Québec), J7V 8P7",Montérégie,Vaudreuil-Dorion,-74.02166469,45.41743566,10661,0,0,10661,
16710,2020,29101334,Produits forestiers Arbec inc.,Produits forestiers Arbec inc.(Shawinigan),321217 : Usines de panneaux de copeaux,"775, chemin de Turcotte Shawinigan (Québec), G9T 5K7",Mauricie,Shawinigan,-72.64025131,46.6282322,50548,48348,0,2200,
16729,2020,X0601002,De luxe produits de papier inc.,De Luxe Produits de papier ltée,323119 : Autres activités d'impression,"200, avenue Marien Montréal-Est (Québec), H1B 4V2",Montréal,Montréal-Est,-73.50479038,45.6335476,2183,0,0,2183,
16731,2020,90232711,Groupe Lebel inc.,Groupe Lebel inc. Dégelis,321111 : Scieries sauf usines de bard. & bard. de fente,"566, avenue Guérette Dégelis (Québec), G5T 1G5",Bas-Saint-Laurent,Dégelis,-68.6441,47.55181,14555,14270,0,285,
16732,2020,90380767,CEPSA Chimie Bécancour inc.,CEPSA Chimie Bécancour inc.,325110 : Fab. de produits pétrochimiques,"5250, boulevard Bécancour Bécancour (Québec), G9H 3X3",Centre-du-Québec,Bécancour,-72.361686,46.379501,81951,0,0,81951,
16736,2020,18645424,Groupe Lebel inc.,Groupe Lebel (2004) inc.,321111 : Scieries sauf usines de bard. & bard. de fente,"1, rue Mitis Price (Québec), G0J 1Z0",Bas-Saint-Laurent,Price,-68.11715672,48.59188172,6576,6447,0,129,
16740,2020,54533609,Bradken Canada Manufactured Products Ltd.,Bradken Traitement des minerais C.B. - Usine no 1,331511 : Fonderies de fer,"105, avenue de la Fonderie Mont-Joli (Québec), G5H 1W2",Bas-Saint-Laurent,Mont-Joli,-68.1849,48.58813,8325,0,0,8325,
16741,2020,24300311,Les chantiers de Chibougamau ltée,Les chantiers de Chibougamau ltée,321111 : Scieries sauf usines de bard. & bard. de fente,"521, chemin Merrill Chibougamau (Québec), G8P 2K7",Nord-du-Québec,Chibougamau,-74.36995238,49.93111444,43890,42319,0,1571,
16746,2020,90475187,Olymel S.E.C.,Olymel s.e.c. (Ste-Rosalie),311615 : Transformation de la volaille,"3250, boulevard Laurier Est Saint-Hyacinthe (Québec), J2R 2B6",Montérégie,Saint-Hyacinthe,-72.91366667,45.63771667,10895,0,0,10895,
16747,2020,X2175543,Air Canada,Montreal Power House,488190 : Autres activités soutien au transport aérien,"700, Côte Vertu Dorval (Québec), H4S 1Y9",Montréal,Dorval,-73.73428313,45.47074753,13496,0,0,13496,
16748,2020,55523641,Olymel S.E.C.,Olymel s.e.c. (St-Esprit),311611 : Abattage d'animaux (sauf les volailles),"125, rue Saint-Isidore Saint-Esprit (Québec), J0K 2L0",Lanaudière,Saint-Esprit,-73.661829,45.905744,14325,0,0,14325,
16749,2020,27356930,EnGlobe Corp.,Site de compostage et fabrication de terreaux - Englobe Environnement inc. (Saint-Henri),325314 : Fab. d'engrais mixtes,"415, chemin Plaisance, C.P. 448 Saint-Henri (Québec), G0R 3E0",Chaudière-Appalaches,Saint-Henri,-71.10299952,46.67620638,25630,0,18490,7140,
16754,2020,X2072330,Goldcorp Canada LTD.,Propriété Éléonore,212220 : Extraction de minerais d'or & d'argent,,Nord-du-Québec,Eeyou Istchee Baie-James,-76.07089603,52.70500014,24033,0,0,24033,
16758,2020,90234220,Complexe Enviro Connexions Ltée,Complexe Enviro Connexions Ltée,562990 : Tous les autres services de gestion de déchets,"3779, chemin des Quarante-Arpents Terrebonne (Québec), J6V 9T6",Lanaudière,Terrebonne,-73.53000215,45.74538149,84061,14811,4930,64320,
16767,2020,55589303,Kraft Heinz Canada ULC,Kraft Canada inc.,"311515 : Fab. beurre, fromage, prod. laitier sec & conc.","8600, chemin Devonshire Mont-Royal (Québec), H4P 2K9",Montréal,Mont-Royal,-73.67233207,45.49546487,15466,0,0,15466,
16768,2020,90285628,Régie intermunicipale du comté de Beauce-Sud,LET de Saint-Côme-Linière,562210 : Traitement & élimination des déchets,,Chaudière-Appalaches,Saint-Côme--Linière,-70.54659504,46.08795813,29410,492,2090,26828,
16778,2020,90358029,Eacom Timber Corporation,Eacom Timber Corporation (Matagami),321111 : Scieries sauf usines de bard. & bard. de fente,"2000, Parc industriel Matagami (Québec), J0Y 2A0",Nord-du-Québec,Matagami,-77.69952778,49.72808333,21752,20077,0,1675,
16784,2020,54083258,Eacom Timber Corporation,Eacom Timber Corporation - Division Val-d'Or,321111 : Scieries sauf usines de bard. & bard. de fente,"3030, boulevard Jean-Jacques Cossette Val-d'Or (Québec), J9P 6Y6",Abitibi-Témiscamingue,Val-d'Or,-77.778325,48.11878611,27983,22341,0,5642,
16793,2020,X2109426,Tata Steel Minerals Canada ltd.,Site minier Goodwood et Sunny 1 (projet 2A),212210 : Extraction de minerais de fer,"TNO Lac Vacher, MRC Caniapiscau, G0G 1J0",Nord-du-Québec,Rivière-Koksoak                                           ,-67.347749,55.099274,636,0,0,636,
16794,2020,29260064,Tafisa Canada inc.,Tafisa Canada inc.,321216 : Usines de panneaux de particules & de fibres,"4660, rue Villeneuve Lac-Mégantic (Québec), G6B 2C3",Estrie,Lac-Mégantic,-70.866775,45.585755,165996,158413,0,7583,
16806,2020,X0600851,Lallemand inc.,Lallemand inc.,311990 : Fab. de tous les autres aliments,"1620, rue Préfontaine Montréal (Québec), H1W 2N8",Montréal,Montréal,-73.54499197,45.53935699,57058,0,47583,9475,
16814,2020,54265962,Imerys Graphite & Carbon Canada inc.,Graphite nordique inc.,"212398 : Extraction de tous les autres minerais, n.c.a.","585, chemin du Graphite Saint-Aimé-du-Lac-des-Îles (Québec), J0W 1J0",Laurentides,Saint-Aimé-du-Lac-des-Îles,-75.53346945,46.38007408,2144,0,0,2144,
16818,2020,X2177085,Centre hospitalier de l'Université de Montréal,Centre hospitalier de l'Université de Montréal,622111 : Hôpitaux généraux (sauf pédiatriques),"1000, rue Saint-Denis Montréal (Québec), H2X 0C1",Montréal,Montréal,-73.55640573,45.51167304,23700,0,0,23700,
16820,2020,90501727,Centre hospitalier de l'Université de Montréal,Hôtel-Dieu du CHUM,622111 : Hôpitaux généraux (sauf pédiatriques),"3840, rue Saint-Urbain Montréal (Québec), H2W 1T8",Montréal,Montréal,-73.57793329,45.51396904,3146,0,0,3146,
16831,2020,12881454,La Compagnie Américaine de Fer & Métaux inc.,La Compagnie Américaine de Fer & Métaux inc.,418110 : Grossistes de métaux recyclables,"9100, boulevard Henri-Bourassa Est Montréal-Est (Québec), H1E 2S4",Montréal,Montréal-Est,-73.55659919,45.63262845,9027,0,0,9027,
16834,2020,X2093322,Municipalité régionale de comté de la Vallée-de-l'Or,Lieu d'enfouissement technique Vallée-de-l'Or,562210 : Traitement & élimination des déchets,,Abitibi-Témiscamingue,Val-d'Or,-77.68315,48.09023056,9940,1927,3307,4706,
16840,2020,54661806,Produits pour toitures Fransyl ltée,Produits pour toitures Fransyl Ltée,326140 : Fab. de produits en mousse de polystyrène,"671, rue Léveillé Terrebonne (Québec), J6W 1Z9",Lanaudière,Terrebonne,-73.62574167,45.700575,2899,0,0,2899,
16841,2020,24964744,Huntsman solutions bâtiments (canada) inc.,Huntsman Solutions Bâtiments (Canada) inc.,326150 : Fab. produit en mousse uréthane & autre mousse,"870, boulevard du Curé-Boivin Boisbriand (Québec), J7G 2A7",Laurentides,Boisbriand,-73.83442778,45.62522778,13253,0,0,13253,
16850,2020,X2018276,Pultrall inc.,Pultrall inc.,326198 : Fab. de tous les autres produits en plastique,"700, 9e Rue Nord Thetford Mines (Québec), G6G 6Z5",Chaudière-Appalaches,Thetford Mines,-71.2916685,46.11045534,421,0,0,421,
16860,2020,52214574,"Teledyne digital imaging, inc.",Teledyne digital imaging,334410 : Fab. semi-conducteurs & autres comp. électron.,"18, boulevard de l'Aéroport Bromont (Québec), J2L 1S7",Estrie,Bromont,-72.71416667,45.3,29777,0,0,29777,
16863,2020,90255340,Municipalité régionale de comté de La Nouvelle-Beauce,Écocentre et LET de Saint-Édouard-de-Frampton,562210 : Traitement & élimination des déchets,"SAINT-ÉDOUARD-DE-FRAMPTON 10, route Boulet Lots 125, 127 et 129, G6E 2K9",Chaudière-Appalaches,Frampton,-70.76090307,46.37570572,16731,2480,4710,9541,
16875,2020,90135807,Municipalité régionale de comté de Lac-Saint-Jean-Est,Lieu d'enfouissement sanitaire de L'Ascension-de-Notre-Seigneur,562210 : Traitement & élimination des déchets,"5955, route Uniforêt L'Ascension-de-Notre-Seigneur (Québec), G0W 1Y0",Saguenay--Lac-Saint-Jean,L'Ascension-de-Notre-Seigneur,-71.56565456,48.76620719,18543,1099,3019,14425,
16885,2020,18905786,J.M. Champeau inc.,J.M. Champeau inc.,321111 : Scieries sauf usines de bard. & bard. de fente,"491, route 253 Saint-Malo (Québec), J0B 2Y0",Estrie,Saint-Malo,-71.51361111,45.19880556,2845,2484,0,361,
16887,2020,X2082213,Municipalité de Saint-Alphonse,Lieu d'enfouissement technique de Saint-Alphonse et écocentre,562210 : Traitement & élimination des déchets,"222, 5e Rang Saint-Alphonse (Québec), G0C 2V0",Gaspésie--Îles-de-la-Madeleine,Saint-Alphonse,-65.62122562,48.1547525,12672,0,1588,11084,
16890,2020,11846193,Fontaine inc.,J. A. Fontaine & Fils inc.,321111 : Scieries sauf usines de bard. & bard. de fente,"850, rue Fontaine Saint-Augustin-de-Woburn (Québec), G0Y 1R0",Estrie,Saint-Augustin-de-Woburn,-70.85482,45.38571,18492,17208,0,1284,
16894,2020,90352964,Olymel S.E.C.,Olymel S.E.C. (Vallée-Jonction),311611 : Abattage d'animaux (sauf les volailles),,Chaudière-Appalaches,Vallée-Jonction,-70.92745,46.37055,11974,0,0,11974,
16895,2020,11328515,Corporation Emballages Flexibles Sonoco Canada,Corporation Emballages flexibles Sonoco Canada,418220 : Gross. autre papier & produit plastique jetable,"100, rue Langlois Terrebonne (Québec), J6W 1K8",Lanaudière,Terrebonne,-73.62355556,45.69802222,1869,0,0,1869,
16896,2020,90282864,"Chapais Énergie, société en commandite",Chapais Énergie - Usine de cogénération,221119 : Autres activités de production d'électricité,"140, rue de la Cogénération Chapais (Québec), G0W 1H0",Nord-du-Québec,Chapais,-74.85699722,49.77199167,355614,347794,0,7820,Donnée mise à jour depuis la dernière publication (10 novembre 2022)
16900,2019,90352964,Olymel S.E.C.,Olymel S.E.C. (Vallée-Jonction),311611 : Abattage d'animaux (sauf les volailles),,Chaudière-Appalaches,Vallée-Jonction,-70.92745,46.37055,13529,0,0,13529,
16901,2018,90352964,Olymel S.E.C.,Olymel S.E.C. (Vallée-Jonction),311611 : Abattage d'animaux (sauf les volailles),,Chaudière-Appalaches,Vallée-Jonction,-70.92745,46.37055,12719,0,0,12719,
16902,2014,X2093344,Société de développement durable d'Arthabaska inc.,Société de développement durable d'Arthabaska inc. Lieu d'enfouissement technique,562210 : Traitement & élimination des déchets,"318, route de la Grande-Ligne Saint-Rosaire (Québec), G0Z 1K0",Centre-du-Québec,Saint-Rosaire,-71.97515556,46.21608056,96860,0,23527,73333,
